Sampling_date,Waterbody,AMP_ID,Common_Name,Species_Name,Length_cm,Sampling_Notes,DNA_concentration_ng/?l,Extracted_by,Extraction_date_YYMMDD,Extraction_notes,DNA_concentration_2nd_nanodrop,DNA_concentration_2nd_extraction_ng/?l ,Extracted_by,Extraction_date_DDMMYY,DNA_concentration_3rd_extraction_ng/ul ,Extracted_by,Extraction_date_DDMMYY,Notes,Final_extraction_concentration,Final_extraction_by
12-Jul,Carroll_Creek,AMP22_0308,Western_Blacknose_Dace,Rhinichthys obtusus,5.7,,24.16,Amy,2022-09-19,,29.51,,,,,,,,29.51,Amy
12-Jul,Carroll_Creek,AMP22_0309,Western_Blacknose_Dace,Rhinichthys obtusus,5.8,,60.46,Amy,2022-09-19,,58.59,,,,,,,,58.59,Amy
12-Jul,Carroll_Creek,AMP22_0310,Central_Stoneroller,Campostoma anomalum,7.6,,53.22,Amy,2022-09-19,,66.63,,,,,,,,66.63,Amy
12-Jul,Carroll_Creek,AMP22_0311,Western_Blacknose_Dace,Rhinichthys obtusus,6.8,,65.11,Amy,2022-09-19,,62.33,,,,,,,,62.33,Amy
12-Jul,Carroll_Creek,AMP22_0312,Central_Stoneroller,Campostoma anomalum,3.6,Juvenile,26.3,Amy,2022-09-19,,34.28,,,,,,,,34.28,Amy
12-Jul,Carroll_Creek,AMP22_0313,Central_Stoneroller,Campostoma anomalum,8.4,,34.78,Amy,2022-09-19,,39.74,,,,,,,,39.74,Amy
12-Jul,Carroll_Creek,AMP22_0314,Central_Stoneroller,Campostoma anomalum,6.3,,57.81,Amy,2022-09-19,,59.3,,,,,,,,59.3,Amy
12-Jul,Carroll_Creek,AMP22_0315,Western_Blacknose_Dace,Rhinichthys obtusus,7.7,,40.94,Amy,2022-09-19,,47.81,,,,,,,,47.81,Amy
12-Jul,Carroll_Creek,AMP22_0316,Western_Blacknose_Dace,Rhinichthys obtusus,7.6,,53.67,Amy,2022-09-19,,58.73,,,,,,,,58.73,Amy
12-Jul,Carroll_Creek,AMP22_0317,Western_Blacknose_Dace,Rhinichthys obtusus,8.3,,58.45,Amy,2022-09-19,,68.76,,,,,,,,68.76,Amy
13-Jul,Swan_Creek,AMP22_0318,Common_Shiner,Luxilus cornutus,5,,5.54,Amy,2022-09-19,,5.137,6.946,Amy,2022-11-03,69.98,Amy,2022-12-01,,69.98,Amy
13-Jul,Swan_Creek,AMP22_0319,Common_Shiner,Luxilus cornutus,6.6,,15.26,Amy,2022-09-19,,11.42,14.09,Amy,2022-11-03,59.77,Amy,2022-12-01,,59.77,Amy
13-Jul,Swan_Creek,AMP22_0320,Common_Shiner,Luxilus cornutus,4.3,,3.04,Amy,2022-09-19,,4.337,11.43,Amy,2022-11-03,67.77,Amy,2022-12-01,,67.77,Amy
13-Jul,Swan_Creek,AMP22_0321,Common_Shiner,Luxilus cornutus,4.7,,4.04,Amy,2022-09-19,,3.899,14.51,Amy,2022-11-03,85.15,Amy,2022-12-01,,85.15,Amy
13-Jul,Swan_Creek,AMP22_0322,Common_Shiner,Luxilus cornutus,4.2,,4.07,Amy,2022-09-19,line through value in notebook,6.354,21.16,Amy,2022-11-03,,,,,21.16,Amy
13-Jul,Swan_Creek,AMP22_0323,Common_Shiner,Luxilus cornutus,4.9,,7.13,Amy,2022-09-19,line through value in notebook,13.3,12.5,Amy,2022-11-03,80.77,Amy,2022-12-01,,80.77,Amy
13-Jul,Swan_Creek,AMP22_0324,Common_Shiner,Luxilus cornutus,7.3,,11.72,Amy,2022-09-19,line through value in notebook,11.72,19.31,Amy,2022-11-03,,,,,19.31,Amy
13-Jul,Swan_Creek,AMP22_0325,Common_Shiner,Luxilus cornutus,5.2,,8.89,Amy,2022-09-19,line through value in notebook,9.588,11.18,Amy,2022-11-03,113.6,Amy,2022-12-01,,113.6,Amy
13-Jul,Swan_Creek,AMP22_0326,Common_Shiner,Luxilus cornutus,6,,8.04,Amy,2022-09-19,line through value in notebook,7.726,16.09,Amy,2022-11-03,79.05,Amy,2022-12-07,,79.05,Amy
13-Jul,Swan_Creek,AMP22_0327,Common_Shiner,Luxilus cornutus,4.7,,41.6,Amy,2022-09-19,line through value in notebook,4.49,19.02,Amy,2022-11-03,,,,,19.02,Amy
13-Jul,Swan_Creek,AMP22_0328,Common_Shiner,Luxilus cornutus,4.6,,2,Amy,2022-09-19,line through value in notebook,4.813,10.49,Amy,2022-11-03,67.56,Amy,2022-12-01,,67.56,Amy
13-Jul,Swan_Creek,AMP22_0329,Common_Shiner,Luxilus cornutus,4.4,,6.7,Amy,2022-09-19,line through value in notebook,7.589,14.2,Amy,2022-11-03,99.18,Amy,2022-12-01,,99.18,Amy
13-Jul,Swan_Creek,AMP22_0330,Common_Shiner,Luxilus cornutus,4.5,,5,Amanda,2022-09-20,messed up AW1 - redo,,20.5,Amanda,2022-11-08,87.12,Amy,2022-12-07,,87.12,Amy
13-Jul,Swan_Creek,AMP22_0331,Common_Shiner,Luxilus cornutus,5.5,,8,Amanda,2022-09-20,messed up AW1 - redo,,6.43,Amanda,2022-11-08,104.2,Amy,2022-12-07,,104.2,Amy
13-Jul,Swan_Creek,AMP22_0332,Common_Shiner,Luxilus cornutus,5.6,,15.59,Amanda,2022-09-20,messed up AW1 - redo,,9.16,Amanda,2022-11-08,46.06,Amy,2022-12-07,,46.06,Amy
13-Jul,Swan_Creek,AMP22_0333,Common_Shiner,Luxilus cornutus,5,,220.8,Amanda,2022-09-20,messed up AW1 - redo,,9.29,Amanda,2022-11-08,69.1,Amy,2022-12-07,,69.1,Amy
13-Jul,Swan_Creek,AMP22_0334,Common_Shiner,Luxilus cornutus,4.6,,8.07,Amanda,2022-09-20,messed up AW1 - redo,,17.6,Amanda,2022-11-08,152.6,Amy,2022-12-07,,152.6,Amy
13-Jul,Swan_Creek,AMP22_0335,Common_Shiner,Luxilus cornutus,5.1,,26.54,Amanda,2022-09-20,messed up AW1 - redo,,7.34,Amanda,2022-11-08,23.26,Amy,2022-12-07,,23.26,Amy
13-Jul,Swan_Creek,AMP22_0336,Common_Shiner,Luxilus cornutus,5.9,,36.09,Amanda,2022-09-20,messed up AW1 - redo,,9.46,Amanda,2022-11-08,75.06,Amy,2022-12-07,,75.06,Amy
13-Jul,Swan_Creek,AMP22_0337,Common_Shiner,Luxilus cornutus,7,,8.4,Amanda,2022-09-20,messed up AW1 - redo,,9.3,Amanda,2022-11-08,146.4,Amy,2022-12-12,,146.4,Amy
13-Jul,Swan_Creek,AMP22_0338,Common_Shiner,Luxilus cornutus,6.6,,10.44,Amanda,2022-09-20,messed up AW1 - redo,,13.28,Amanda,2022-11-08,146.4,Amy,2022-12-12,,146.4,Amy
13-Jul,Swan_Creek,AMP22_0339,Common_Shiner,Luxilus cornutus,5.4,,5.39,Amanda,2022-09-20,messed up AW1 - redo,,5.52,Amanda,2022-11-08,145.2,Amy,2022-12-12,,145.2,Amy
13-Jul,Swan_Creek,AMP22_0340,Common_Shiner,Luxilus cornutus,5.4,,44.88,Amanda,2022-09-20,messed up AW1 - redo,,3.24,Amanda,2022-11-08,115.5,Amy,2022-12-12,,115.5,Amy
13-Jul,Swan_Creek,AMP22_0341,Common_Shiner,Luxilus cornutus,5.4,,9.36,Amanda,2022-09-20,messed up AW1 - redo,,9.11,Amanda,2022-11-08,125.5,Amy,2022-12-12,,125.5,Amy
13-Jul,Swan_Creek,AMP22_0342,Common_Shiner,Luxilus cornutus,4.6,,14.06,Amanda,2022-09-20,messed up AW1 - redo,,4.37,Amanda,2022-11-08,107.2,Amy,2022-12-12,,107.2,Amy
13-Jul,Swan_Creek,AMP22_0343,Common_Shiner,Luxilus cornutus,5.3,,9.71,Amanda,2022-09-20,messed up AW1 - redo,,11.09,Amanda,2022-11-08,229.3,Amy,2022-12-12,,229.3,Amy
13-Jul,Swan_Creek,AMP22_0344,Common_Shiner,Luxilus cornutus,4.2,,128.7,Amanda,2022-09-20,messed up AW1 - redo,,21.13,Amanda,2022-11-08,,,,,21.13,Amanda
13-Jul,Swan_Creek,AMP22_0345,Common_Shiner,Luxilus cornutus,5.4,,7.65,Amanda,2022-09-20,messed up AW1 - redo,,8.32,Amanda,2022-11-08,182.4,Amy,2022-12-12,,182.4,Amy
13-Jul,Swan_Creek,AMP22_0346,Common_Shiner,Luxilus cornutus,5.9,,11.24,Amanda,2022-09-20,messed up AW1 - redo,,7.44,Amanda,2022-11-08,164.3,Amy,2022-12-12,,164.3,Amy
13-Jul,Swan_Creek,AMP22_0347,Common_Shiner,Luxilus cornutus,8,,9.01,Amanda,2022-09-20,messed up AW1 - redo,,11.5,Amanda,2022-11-08,139.4,Amy,2022-12-12,,139.4,Amy
13-Jul,Swan_Creek,AMP22_0348,Hornyhead_Chub,Nocomis biguttatus,5.4,,37.03,Amanda,2022-09-20,messed up AW1 - redo,,16.76,Amanda,2022-11-08,130.7,Amy,2022-12-12,,130.7,Amy
13-Jul,Swan_Creek,AMP22_0349,Unknown,Unknown,5.4,Weird phenotype-bluntnose and subterminal mouth-id unsure-died in bucket,17.26,Amanda,2022-09-20,messed up AW1 - redo,,8.19,Amanda,2022-11-08,154.3,Amy,2022-12-12,,154.3,Amy
13-Jul,Swan_Creek,AMP22_0350,Hornyhead_Chub,Nocomis biguttatus,6.9,,26.8,Amanda,2022-09-20,messed up AW1 - redo,,11.43,Amanda,2022-11-08,123.1,Amy,2022-12-12,,123.1,Amy
13-Jul,Swan_Creek,AMP22_0351,Hornyhead_Chub,Nocomis biguttatus,5.3,,110.4,Amanda,2022-09-20,messed up AW1 - redo,,9,Amanda,2022-11-08,70.58,Amy,2022-12-12,,70.58,Amy
13-Jul,Swan_Creek,AMP22_0352,Hornyhead_Chub,Nocomis biguttatus,5.9,,111.1,Amanda,2022-09-20,messed up AW1 - redo,,13.86,Amanda,2022-11-08,103.9,Amy,2022-12-12,,103.9,Amy
13-Jul,Swan_Creek,AMP22_0353,Hornyhead_Chub,Nocomis biguttatus,4.6,,13.65,Amanda,2022-09-20,messed up AW1 - redo,,10.56,Amanda,2022-11-08,193.6,Amy,2022-12-12,,193.6,Amy
13-Jul,Swan_Creek,AMP22_0354,Hornyhead_Chub,Nocomis biguttatus,5.6,,92.26,Amanda,2022-09-20,,29.34,,,,,,,,92.26,Amanda
13-Jul,Swan_Creek,AMP22_0355,Hornyhead_Chub,Nocomis biguttatus,6.8,,24.55,Amanda,2022-09-20,,27.11,,,,,,,,24.55,Amanda
13-Jul,Swan_Creek,AMP22_0356,Hornyhead_Chub,Nocomis biguttatus,5.8,,13.41,Amanda,2022-09-20,,3.75,28.7,Amanda,2022-11-08,,,,,28.7,Amanda
13-Jul,Swan_Creek,AMP22_0357,Creek_Chub,Semotilus atromaculatus,6.6,,20.08,Amanda,2022-09-20,,16.22,34.15,Amanda,2022-11-08,,,,,34.15,Amanda
13-Jul,Swan_Creek,AMP22_0358,Hornyhead_Chub,Nocomis biguttatus,5.8,,21.43,Amanda,2022-09-20,,15.88,14.99,Amanda,2022-11-08,,,,,14.99,Amanda
13-Jul,Swan_Creek,AMP22_0359,Hornyhead_Chub,Nocomis biguttatus,6.1,,13.49,Amanda,2022-09-20,,15.34,25.61,Amanda,2022-11-08,,,,,25.61,Amanda
13-Jul,Swan_Creek,AMP22_0360,Hornyhead_Chub,Nocomis biguttatus,4.7,,105.7,Amanda,2022-09-20,,12.44,27.67,Amanda,2022-11-08,,,,,27.67,Amanda
13-Jul,Swan_Creek,AMP22_0361,Creek_Chub,Semotilus atromaculatus,6.2,,28.08,Amanda,2022-09-20,,27.2,,,,,,,,28.08,Amanda
13-Jul,Swan_Creek,AMP22_0362,Hornyhead_Chub,Nocomis biguttatus,6.7,,20.42,Amanda,2022-09-20,,22.36,34.38,Amanda,2022-11-08,,,,,34.38,Amanda
13-Jul,Swan_Creek,AMP22_0363,Creek_Chub,Semotilus atromaculatus,7.9,,34.27,Amanda,2022-09-20,,36.02,52.39,Amanda,2022-11-08,,,,,52.39,Amanda
13-Jul,Swan_Creek,AMP22_0364,Hornyhead_Chub,Nocomis biguttatus,5.8,,22.35,Amanda,2022-09-20,,18.2,29.37,Amanda,2022-11-08,,,,,29.37,Amanda
13-Jul,Swan_Creek,AMP22_0365,Creek_Chub,Semotilus atromaculatus,8.6,,37.23,Amanda,2022-09-20,,47.24,,,,,,,,37.23,Amanda
13-Jul,Swan_Creek,AMP22_0366,Hornyhead_Chub,Nocomis biguttatus,8.2,Female (eggs),48.92,Amanda,2022-09-20,,40.46,,,,,,,,48.92,Amanda
13-Jul,Swan_Creek,AMP22_0367,Hornyhead_Chub,Nocomis biguttatus,8,,18.33,Amanda,2022-09-20,,14.36,25.69,Amanda,2022-11-08,,,,,25.69,Amanda
13-Jul,Swan_Creek,AMP22_0368,Hornyhead_Chub,Nocomis biguttatus,5.6,,28.31,Amanda,2022-09-20,,18.25,42.38,Amanda,2022-11-08,,,,,42.38,Amanda
13-Jul,Swan_Creek,AMP22_0369,Hornyhead_Chub,Nocomis biguttatus,6.3,,18.31,Amanda,2022-09-20,,16.71,41.05,Amanda,2022-11-08,,,,,41.05,Amanda
13-Jul,Swan_Creek,AMP22_0370,Common_Shiner,Luxilus cornutus,7.1,Died in bucket,31.57,Amanda,2022-09-20,,28.28,,,,,,,,31.57,Amanda
13-Jul,Swan_Creek,AMP22_0371,Common_Shiner,Luxilus cornutus,4.7,Died in bucket,96.54,Amanda,2022-09-20,,7.695,13.08,Amanda,2022-11-08,178.1,Amy,2022-12-12,,178.1,Amy
13-Jul,Swan_Creek,AMP22_0372,Common_Shiner,Luxilus cornutus,5.4,Died in bucket,32.12,Amanda,2022-09-20,,-4.833,17.03,Amanda,2022-11-08,179.1,Amy,2022-12-12,,179.1,Amy
13-Jul,Swan_Creek,AMP22_0373,Striped_Shiner,Luxilus chrysocephalus,8.9,Downstream swan creek site,5.94,Amanda,2022-09-20,,2.132,24.08,Amanda,2022-11-08,,,,,24.08,Amanda
13-Jul,Swan_Creek,AMP22_0374,Striped_Shiner,Luxilus chrysocephalus,8.3,,98.08,Amanda,2022-09-20,,5.164,13.86,Amanda,2022-11-08,153.9,Amy,2022-12-12,,153.9,Amy
13-Jul,Swan_Creek,AMP22_0375,Striped_Shiner,Luxilus chrysocephalus,8.4,,13.36,Amanda,2022-09-20,,6.501,16.83,Amanda,2022-11-08,120.3,Amy,2022-12-12,,120.3,Amy
13-Jul,Swan_Creek,AMP22_0376,Striped_Shiner,Luxilus chrysocephalus,8.6,,26.28,Amanda,2022-09-20,,20.68,,,,,,,,26.28,Amanda
13-Jul,Swan_Creek,AMP22_0377,Striped_Shiner,Luxilus chrysocephalus,8.7,,27.03,Amanda,2022-09-20,,16.57,15.88,Amanda,2022-11-08,144.7,Amy,2022-12-12,,144.7,Amy
13-Jul,Swan_Creek,AMP22_0378,Striped_Shiner,Luxilus chrysocephalus,8.5,,31.32,Amanda,2022-09-21,,,,,,,,,,31.32,Amanda
13-Jul,Swan_Creek,AMP22_0379,Striped_Shiner,Luxilus chrysocephalus,8.4,,35.13,Amanda,2022-09-21,,,,,,,,,,35.13,Amanda
13-Jul,Swan_Creek,AMP22_0380,Striped_Shiner,Luxilus chrysocephalus,8.1,,46.01,Amanda,2022-09-21,,,,,,,,,,46.01,Amanda
13-Jul,Swan_Creek,AMP22_0381,Striped_Shiner,Luxilus chrysocephalus,8.6,,42.3,Amanda,2022-09-21,,,,,,,,,,42.3,Amanda
13-Jul,Swan_Creek,AMP22_0382,Striped_Shiner,Luxilus chrysocephalus,7.7,,73.32,Amanda,2022-09-21,,,,,,,,,,73.32,Amanda
13-Jul,Swan_Creek,AMP22_0383,Creek_Chub,Semotilus atromaculatus,11.2,,56.25,Amanda,2022-09-21,,,,,,,,,,56.25,Amanda
13-Jul,Swan_Creek,AMP22_0384,Creek_Chub,Semotilus atromaculatus,9.3,,344.7,Amanda,2022-09-21,,,,,,,,,,344.7,Amanda
13-Jul,Swan_Creek,AMP22_0385,Creek_Chub,Semotilus atromaculatus,9.1,,146.6,Amanda,2022-09-21,,,,,,,,,,146.6,Amanda
13-Jul,Swan_Creek,AMP22_0386,Creek_Chub,Semotilus atromaculatus,10,,60.95,Amanda,2022-09-21,,,,,,,,,,60.95,Amanda
13-Jul,Swan_Creek,AMP22_0387,Creek_Chub,Semotilus atromaculatus,9,,120.9,Amanda,2022-09-21,,,,,,,,,,120.9,Amanda
13-Jul,Swan_Creek,AMP22_0388,Creek_Chub,Semotilus atromaculatus,11.7,,177,Amanda,2022-09-21,,,,,,,,,,177,Amanda
13-Jul,Swan_Creek,AMP22_0389,Creek_Chub,Semotilus atromaculatus,9.8,,161.7,Amanda,2022-09-21,,,,,,,,,,161.7,Amanda
13-Jul,Swan_Creek,AMP22_0390,Creek_Chub,Semotilus atromaculatus,9.1,,131,Amanda,2022-09-21,,,,,,,,,,131,Amanda
13-Jul,Swan_Creek,AMP22_0391,Creek_Chub,Semotilus atromaculatus,10.2,,55.53,Amanda,2022-09-21,,,,,,,,,,55.53,Amanda
13-Jul,Swan_Creek,AMP22_0392,Creek_Chub,Semotilus atromaculatus,10.2,,348.7,Amanda,2022-09-21,,,,,,,,,,348.7,Amanda
13-Jul,Swan_Creek,AMP22_0393,Creek_Chub,Semotilus atromaculatus,11.3,,183.1,Amanda,2022-09-21,,,,,,,,,,183.1,Amanda
13-Jul,Swan_Creek,AMP22_0394,Creek_Chub,Semotilus atromaculatus,9.1,,292.4,Amanda,2022-09-21,,,,,,,,,,292.4,Amanda
13-Jul,Swan_Creek,AMP22_0395,Creek_Chub,Semotilus atromaculatus,10.3,,204.2,Amanda,2022-09-21,,,,,,,,,,204.2,Amanda
13-Jul,Swan_Creek,AMP22_0396,Creek_Chub,Semotilus atromaculatus,11.2,,117.4,Amanda,2022-09-21,,,,,,,,,,117.4,Amanda
13-Jul,Swan_Creek,AMP22_0397,Creek_Chub,Semotilus atromaculatus,6.9,,150,Amanda,2022-09-21,,,,,,,,,,150,Amanda
13-Jul,Swan_Creek,AMP22_0398,Creek_Chub,Semotilus atromaculatus,12.2,,179.5,Amanda,2022-09-21,,,,,,,,,,179.5,Amanda
13-Jul,Swan_Creek,AMP22_0399,Creek_Chub,Semotilus atromaculatus,8.5,,144.6,Amanda,2022-09-21,,,,,,,,,,144.6,Amanda
13-Jul,Swan_Creek,AMP22_0400,Creek_Chub,Semotilus atromaculatus,9.5,,114.2,Amanda,2022-09-21,,,,,,,,,,114.2,Amanda
13-Jul,Swan_Creek,AMP22_0401,Creek_Chub,Semotilus atromaculatus,10,,145.1,Amanda,2022-09-21,,,,,,,,,,145.1,Amanda
13-Jul,Swan_Creek,AMP22_0402,Creek_Chub,Semotilus atromaculatus,10.6,,49.54,Amanda,2022-09-21,,,,,,,,,,49.54,Amanda
13-Jul,Swan_Creek,AMP22_0403,Creek_Chub,Semotilus atromaculatus,9.2,,54.35,Amanda,2022-09-21,,,,,,,,,,54.35,Amanda
13-Jul,Swan_Creek,AMP22_0404,Creek_Chub,Semotilus atromaculatus,9.1,,243.9,Amanda,2022-09-21,,,,,,,,,,243.9,Amanda
13-Jul,Swan_Creek,AMP22_0405,Creek_Chub,Semotilus atromaculatus,13.2,In bag,235.5,Amanda,2022-09-21,,,,,,,,,,235.5,Amanda
13-Jul,Swan_Creek,AMP22_0406,Creek_Chub,Semotilus atromaculatus,10,,109,Amanda,2022-09-21,,,,,,,,,,109,Amanda
13-Jul,Swan_Creek,AMP22_0407,Creek_Chub,Semotilus atromaculatus,15.2,In bag ,197.3,Amanda,2022-09-21,,,,,,,,,,197.3,Amanda
14-Jul,Laurel_Creek_Park,AMP22_0408,Longnose_Dace,Rhinichthys cataractae,3.6,Juvenile,80.68,Amanda,2022-09-21,,,,,,,,,,80.68,Amanda
14-Jul,Laurel_Creek_Park,AMP22_0409,Western_Blacknose_Dace,Rhinichthys obtusus,3.4,Juvenile,34.87,Amanda,2022-09-21,,,,,,,,,,34.87,Amanda
14-Jul,Laurel_Creek_Park,AMP22_0410,Longnose_Dace,Rhinichthys cataractae,4.1,Juvenile,51,Amanda,2022-09-21,,,,,,,,,,51,Amanda
14-Jul,Laurel_Creek_Park,AMP22_0411,Longnose_Dace,Rhinichthys cataractae,3.3,Juvenile,98.39,Amanda,2022-09-21,,,,,,,,,,98.39,Amanda
14-Jul,Laurel_Creek_Park,AMP22_0412,Creek_Chub,Semotilus atromaculatus,3.7,Juvenile,90.89,Amanda,2022-09-21,,,,,,,,,,90.89,Amanda
14-Jul,Laurel_Creek_Park,AMP22_0413,Creek_Chub,Semotilus atromaculatus,3.2,Juvenile,152.9,Amanda,2022-09-21,,,,,,,,,,152.9,Amanda
14-Jul,Laurel_Creek_Park,AMP22_0414,Western_Blacknose_Dace,Rhinichthys obtusus,3.1,Juvenile,41.55,Amanda,2022-09-21,,,,,,,,,,41.55,Amanda
14-Jul,Laurel_Creek_Park,AMP22_0415,Longnose_Dace,Rhinichthys cataractae,3.6,Juvenile,87.33,Amanda,2022-09-21,,,,,,,,,,87.33,Amanda
14-Jul,Laurel_Creek_Park,AMP22_0416,Western_Blacknose_Dace,Rhinichthys obtusus,3.6,Juvenile,47.37,Amanda,2022-09-21,,,,,,,,,,47.37,Amanda
14-Jul,Laurel_Creek_Park,AMP22_0417,Longnose_Dace,Rhinichthys cataractae,3.7,Juvenile,226.7,Amanda,2022-09-21,,,,,,,,,,226.7,Amanda
14-Jul,Laurel_Creek_Park,AMP22_0418,Creek_Chub,Semotilus atromaculatus,3.4,Juvenile,70.83,Amanda,2022-09-21,,,,,,,,,,70.83,Amanda
14-Jul,Laurel_Creek_Park,AMP22_0419,Western_Blacknose_Dace,Rhinichthys obtusus,2.8,Juvenile,130.6,Amanda,2022-09-21,,,,,,,,,,130.6,Amanda
14-Jul,Laurel_Creek_Park,AMP22_0420,Creek_Chub,Semotilus atromaculatus,3.7,Juvenile,174.4,Amanda,2022-09-21,,,,,,,,,,174.4,Amanda
14-Jul,Laurel_Creek_Park,AMP22_0421,Western_Blacknose_Dace,Rhinichthys obtusus,2.8,Juvenile,39.92,Amanda,2022-09-21,,,,,,,,,,39.92,Amanda
14-Jul,Laurel_Creek_Park,AMP22_0422,Creek_Chub,Semotilus atromaculatus,3.6,Juvenile,160.4,Amanda,2022-09-21,,,,,,,,,,160.4,Amanda
14-Jul,Laurel_Creek_Park,AMP22_0423,Creek_Chub,Semotilus atromaculatus,3.7,Juvenile,142.6,Amanda,2022-09-21,,,,,,,,,,142.6,Amanda
14-Jul,Laurel_Creek_Park,AMP22_0424,Western_Blacknose_Dace,Rhinichthys obtusus,2.7,Juvenile,103.7,Amanda,2022-09-21,,,,,,,,,,103.7,Amanda
14-Jul,Laurel_Creek_Park,AMP22_0425,Western_Blacknose_Dace,Rhinichthys obtusus,2.9,Juvenile,111.6,Amanda,2022-09-21,,,,,,,,,,111.6,Amanda
14-Jul,Laurel_Creek_Park,AMP22_0426,Creek_Chub,Semotilus atromaculatus,4,Juvenile,52.74,Amy,2022-09-23,,,,,,,,,,52.74,Amy
14-Jul,Laurel_Creek_Park,AMP22_0427,Creek_Chub,Semotilus atromaculatus,2.9,Juvenile,26.83,Amy,2022-09-23,,,,,,,,,,26.83,Amy
14-Jul,Laurel_Creek_Park,AMP22_0428,Creek_Chub,Semotilus atromaculatus,3.4,Juvenile,41.91,Amy,2022-09-23,,,,,,,,,,41.91,Amy
14-Jul,Laurel_Creek_Park,AMP22_0429,Western_Blacknose_Dace,Rhinichthys obtusus,3,Juvenile,15.56,Amy,2022-09-23,,,90.02,Amy,2022-11-03,,,,,90.02,Amy
14-Jul,Laurel_Creek_Park,AMP22_0430,Western_Blacknose_Dace,Rhinichthys obtusus,2.6,Juvenile,25.83,Amy,2022-09-23,,,,,,,,,,25.83,Amy
14-Jul,Laurel_Creek_Park,AMP22_0431,Longnose_Dace,Rhinichthys cataractae,4.2,Juvenile,36.73,Amy,2022-09-23,,,,,,,,,,36.73,Amy
14-Jul,Laurel_Creek_Park,AMP22_0432,Longnose_Dace,Rhinichthys cataractae,3.6,Juvenile,41.44,Amy,2022-09-23,,,,,,,,,,41.44,Amy
14-Jul,Laurel_Creek_Park,AMP22_0433,Longnose_Dace,Rhinichthys cataractae,4.3,Juvenile,72.5,Amy,2022-09-23,,,,,,,,,,72.5,Amy
14-Jul,Laurel_Creek_Park,AMP22_0434,Longnose_Dace,Rhinichthys cataractae,3.9,Juvenile,34.22,Amy,2022-09-23,,,,,,,,,,34.22,Amy
14-Jul,Laurel_Creek_Park,AMP22_0435,Longnose_Dace,Rhinichthys cataractae,4,Juvenile,28.45,Amy,2022-09-23,,,,,,,,,,28.45,Amy
14-Jul,Laurel_Creek_Park,AMP22_0436,Creek_Chub,Semotilus atromaculatus,4.5,Juvenile,20.24,Amy,2022-09-23,,,,,,,,,,20.24,Amy
14-Jul,Laurel_Creek_Park,AMP22_0437,Creek_Chub,Semotilus atromaculatus,3.4,Juvenile,16.13,Amy,2022-09-23,,,90.24,Amy,2022-11-03,,,,,90.24,Amy
14-Jul,Laurel_Creek_Park,AMP22_0438,Western_Blacknose_Dace,Rhinichthys obtusus,3.3,Juvenile,26.94,Amy,2022-09-23,,,,,,,,,,26.94,Amy
14-Jul,Laurel_Creek_Park,AMP22_0439,Longnose_Dace,Rhinichthys cataractae,4.1,Juvenile,14.89,Amy,2022-09-23,,,101.1,Amy,2022-11-03,,,,,101.1,Amy
14-Jul,Laurel_Creek_Park,AMP22_0440,Creek_Chub,Semotilus atromaculatus,3.4,Juvenile,25.46,Amy,2022-09-23,,,,,,,,,,25.46,Amy
14-Jul,Laurel_Creek_Park,AMP22_0441,Creek_Chub,Semotilus atromaculatus,3.9,Juvenile,42.48,Amy,2022-09-23,,,,,,,,,,42.48,Amy
14-Jul,Laurel_Creek_Park,AMP22_0442,Creek_Chub,Semotilus atromaculatus,3.5,Juvenile,41.51,Amy,2022-09-23,,,,,,,,,,41.51,Amy
14-Jul,Laurel_Creek_Park,AMP22_0443,Creek_Chub,Semotilus atromaculatus,3.5,Juvenile,36.98,Amy,2022-09-23,,,105.8,Amy,2022-11-03,,,,,105.8,Amy
14-Jul,Laurel_Creek_Park,AMP22_0444,Longnose_Dace,Rhinichthys cataractae,7.7,,77.97,Amy,2022-09-23,,,,,,,,,,77.97,Amy
14-Jul,Laurel_Creek_Park,AMP22_0445,Longnose_Dace,Rhinichthys cataractae,7.8,,56.73,Amy,2022-09-23,,,,,,,,,,56.73,Amy
14-Jul,Laurel_Creek_Park,AMP22_0446,Creek_Chub,Semotilus atromaculatus,11.2,,79.16,Amy,2022-09-23,,,,,,,,,,79.16,Amy
14-Jul,Laurel_Creek_Park,AMP22_0447,Creek_Chub,Semotilus atromaculatus,10.4,,64.88,Amy,2022-09-23,,,,,,,,,,64.88,Amy
14-Jul,Laurel_Creek_Park,AMP22_0448,Creek_Chub,Semotilus atromaculatus,9.7,,63,Amy,2022-09-23,,,,,,,,,,63,Amy
14-Jul,Laurel_Creek_Park,AMP22_0449,Western_Blacknose_Dace,Rhinichthys obtusus,6.8,,20.99,Amy,2022-09-23,,,,,,,,,,20.99,Amy
14-Jul,Laurel_Creek_Park,AMP22_0450,Creek_Chub,Semotilus atromaculatus,9.7,,42.13,Amy,2022-09-23,,,74.7,Amy,2022-11-03,,,,,74.7,Amy
14-Jul,Laurel_Creek_Park,AMP22_0451,Common_Shiner,Luxilus cornutus,3.9,Juvenile,31.36,Amy,2022-09-23,,,,,,,,,,31.36,Amy
14-Jul,Laurel_Creek_Park,AMP22_0452,Common_Shiner,Luxilus cornutus,3.9,Juvenile,20.83,Amy,2022-09-23,,,43.62,Amy,2022-11-03,,,,,43.62,Amy
